Orf ID	Feature Type(1:gene 2:rRNA 3:tRNA 4:ncRNA 7:tmRNA 8:sRNA)	Orf	Alternative name	MapPosition	Start(BP)	End(BP)	Length(BP)	Direction(0:+ 1:-)	Class(1:essential 2:noessential 3:unknown)	PID	Product	PMID
2448	1	hyfG	b2487,ECK2483,JW2472,o555	56.1786994934082	2606509	2608176	1668	0	2	1788832	hydrogenase 4, subunit	
2449	1	hyfH	b2488,ECK2484,JW2473,o181	56.21480178833008	2608186	2608731	546	0	2	1788833	hydrogenase 4, Fe-S subunit	
2450	1	hyfI	b2489,ECK2485,JW5805,o252	56.22650146484375	2608728	2609486	759	0	2	1788834	hydrogenase 4, Fe-S subunit	
2451	1	hyfJ	b2490,ECK2486,JW2475,o158	56.242698669433594	2609479	2609892	414	0	2	87082116	putative processing element hydrogenase 4	
2452	1	hyfR	b2491,ECK2487,JW2476,o663	56.25230026245117	2609922	2611934	2013	0	2	87082117	DNA-binding transcriptional activator, formate sensing	
2453	1	focB	b2492,ECK2488,JW2477,o282	56.29610061645508	2611956	2612804	849	0	2	1788837	putative formate transporter	
2454	1	yfgO	b2493,ECK2489,f353,JW2478,perM	56.31520080566406	2612842	2613903	1062	1	2	1788838	putative inner membrane permease, UPF0118 family	
2455	1	yfgC	b2494,ECK2490,JW2479,o487	56.34270095825195	2614116	2615579	1464	0	2	1788840	periplasmic predicted metalloprotease, required for LoiP localization; TPR repeats	
2456	1	yfgD	b2495,ECK2491,JW2480,o119,o119c	56.37459945678711	2615600	2615959	360	0	2	1788841	putative oxidoreductase	
2457	1	hda	b2496,ECK2492,f248,f248c,idaB,JW5397,yfgE	56.38529968261719	2616097	2616798	702	1	1	226510964	ATPase regulatory factor involved in DnaA inactivation	11483528
2458	1	uraA	b2497,ECK2493,JW2482	56.40250015258789	2616893	2618182	1290	1	2	1788843	uracil permease	
2459	1	upp	b2498,ECK2494,JW2483,uraP	56.432098388671875	2618268	2618894	627	1	2	87082118	uracil phosphoribosyltransferase	
2460	1	purM	b2499,ECK2495,JW2484,purG,purI	56.452598571777344	2619219	2620256	1038	0	2	1788845	phosphoribosylaminoimidazole synthetase	
2461	1	purN	ade,b2500,ECK2496,JW2485	56.474998474121094	2620256	2620894	639	0	2	1788846	phosphoribosylglycinamide formyltransferase 1	
2462	1	ppk	b2501,ECK2497,JW2486	56.492401123046875	2621066	2623132	2067	0	2	1788847	polyphosphate kinase, component of RNA degradosome	8631717
2463	1	ppx	b2502,ECK2498,JW2487	56.53710174560547	2623137	2624678	1542	0	2	1788848	exopolyphosphatase	8119977
2464	1	yfgF	b2503,ECK2499,f747,JW2488	56.57109832763672	2624717	2626960	2244	1	2	1788849	cyclic-di-GMP phosphodiesterase, anaerobic	
2465	1	yfgG	b2504,ECK2500,JW5399,o63,o63b	56.62710189819336	2627312	2627503	192	0	2	1788851	hypothetical protein	
2466	1	yfgH	b2505,ECK2501,JW5400,o172,o172c	56.637901306152344	2627814	2628332	519	0	2	1788852	outer membrane integrity lipoprotein	
2467	1	yfgI	b2506,ECK2502,JW2490,o179,o179b	56.64939880371094	2628348	2628887	540	0	2	1788853	hypothetical protein	
2468	1	guaA	b2507,ECK2503,JW2491	56.66299819946289	2628980	2630557	1578	1	2	1788854	GMP synthetase (glutamine aminotransferase)	
2469	1	guaB	b2508,ECK2504,guaR,JW5401	56.69850158691406	2630626	2632092	1467	1	2	1788855	IMP dehydrogenase	
2470	1	xseA	b2509,ECK2505,JW2493,xse	56.73360061645508	2632254	2633624	1371	0	2	1788856	exonuclease VII, large subunit	
2471	1	yfgJ	b2510,ECK2506,f83,f83b,JW5402	56.763099670410156	2633621	2633836	216	1	2	87082119	conserved protein, DUF1407 family	
4322	1	der	b2511,ECK2507,engA,f503,f503b,JW5403,yfgK	56.76919937133789	2633906	2635378	1473	1	1	87082120	GTPase; multicopy suppressor of ftsJ	11387344
2473	1	bamB	b2512,ECK2508,f392,JW2496,yfgL	56.80350112915039	2635496	2636674	1179	1	2	1788859	lipoprotein required for OM biogenesis, in BamABCDE complex	
2474	1	yfgM	b2513,ECK2509,f206,JW2497	56.8291015625	2636685	2637305	621	1	2	1788860	conserved protein, UPF0070 family	
2475	1	hisS	b2514,ECK2510,JW2498	56.84280014038086	2637323	2638597	1275	1	1	1788861	histidyl tRNA synthetase	
2476	1	ispG	b2515,ECK2511,gcpE,JW2499	56.87269973754883	2638708	2639826	1119	1	1	1788863	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1521767
2477	1	rodZ	b2516,ECK2512,JW2500,yfgA	56.89739990234375	2639853	2640866	1014	1	2	1788864	cytoskeletal protein required for MreB assembly	
2478	1	rlmN	b2517,ECK2513,JW2501,yfgB	56.92530059814453	2641151	2642305	1155	1	2	1788865	dual specificity 23S rRNA m(2)A2503, tRNA m(2)A37 methyltransferase, SAM-dependent	
2479	1	ndk	b2518,ECK2514,JW2502	56.953399658203125	2642455	2642886	432	1	2	1788866	multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase	
2480	1	pbpC	b2519,ECK2515,f770,JW2503,yfgN	56.965999603271484	2643035	2645347	2313	1	2	1788867	penicillin-binding protein PBP1C murein transglycosylase; inactive transpeptidase domain	10542235
2481	1	yfhM	b2520,ECK2516,f1653,JW2504	57.01580047607422	2645348	2650309	4962	1	2	1788868	hypothetical protein	
2482	1	sseA	b2521,ECK2517,JW2505	57.127201080322266	2650516	2651361	846	0	2	87082121	3-mercaptopyruvate sulfurtransferase	
10141	4	ryfA	b4440,ECK2518,JWR0244,PAIR3b,tp1	57.15650177001953	2651877	2652180	304	0	2		novel sRNA, function unknown	
2483	1	sseB	b2522,ECK2519,JW5404	57.16299819946289	2652179	2652955	777	1	2	87082122	rhodanase-like enzyme, sulfur transfer from thiosulfate	8722098
2484	1	pepB	b2523,ECK2520,f456,JW2507,yfhI	57.18280029296875	2653097	2654380	1284	1	2	87082123	aminopeptidase B	372108
2486	1	iscX	b2524,ECK2521,JW2508,orf3,yfhJ	57.214298248291016	2654558	2654758	201	1	2	1788873	Iron binding protein associated with IscS; putative molecular adaptor of IscS function	
2485	1	fdx	b2525,ECK2522,JW2509	57.21889877319336	2654770	2655105	336	1	2	1788874	[2Fe-2S] ferredoxin	
2487	1	hscA	b2526,ECK2523,hsc,JW2510	57.22610092163086	2655107	2656957	1851	1	2	1788875	DnaK-like molecular chaperone specific for IscU	
2488	1	hscB	b2527,ECK2524,JW2511,yfhE	57.26639938354492	2656974	2657489	516	1	2	1788876	DnaJ-like molecular chaperone specific for IscU	
2490	1	iscA	b2528,ECK2525,JW2512,yfhF	57.279598236083984	2657585	2657908	324	1	2	1788877	FeS cluster assembly protein	
2489	1	iscU	b2529,ECK2526,f128,f128b,hsm-5,JW2513,miaC,nifU,yfhN	57.28689956665039	2657925	2658311	387	1	2	1788878	iron-sulfur cluster assembly scaffold protein	
2491	1	iscS	b2530,ECK2527,f412,f412c,JW2514,nuvC,yfhO,yzzO	57.295799255371094	2658339	2659553	1215	1	2	48994898	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	
2492	1	iscR	b2531,ECK2528,f162,f162a,JW2515,yfhP	57.32440185546875	2659665	2660153	489	1	2	1788880	DNA-binding transcriptional repressor	
2493	1	trmJ	b2532,ECK2529,f246,f246b,JW2516,orf1,yfhQ	57.344600677490234	2660605	2661345	741	1	2	1788881	tRNA mC32,mU32 2'-O-methyltransferase, SAM-dependent	
2494	1	suhB	b2533,ECK2530,JW2517,ssyA	57.36320114135742	2661464	2662267	804	0	1	1788882	inositol monophosphatase	2138605
2495	1	yfhR	b2534,ECK2531,JW2518,o293	57.38359832763672	2662412	2663266	855	0	2	226510965	S9 peptidase family protein, function unknown	
2496	1	csiE	b2535,csi-16,ECK2532,JW5878,o433	57.40610122680664	2663457	2664737	1281	0	2	87082124	stationary phase inducible protein	
2497	1	hcaT	b2536,ECK2533,f379,JW2520,o768,yfhS	57.43349838256836	2664729	2665868	1140	1	2	1788886	putative 3-phenylpropionic transporter	9603882
10259	1	iroK	b4706,ECK4518	57.46149826049805	2666028	2666093	66	1	2	452909627	3-hydroxypropionic acid resistance peptide	
2498	1	hcaR	b2537,ECK2534,f327,JW2521,o894,phdR,yfhT	57.46149826049805	2666028	2666918	891	1	2	1788887	DNA-binding transcriptional activator of 3-phenylpropionic acid catabolism	9603882
4309	1	hcaE	b2538,digA,ECK2535,hcaA,hcaA1,JW2522,phdC1,yfhU	57.48360061645508	2667054	2668415	1362	0	2	1788888	3-phenylpropionate dioxygenase, large (alpha) subunit	9603882
2499	1	hcaF	b2539,digB,ECK2536,hcaA,hcaA2,hcaB,JW2523,o172,o172d,phdC2,yfhV	57.512901306152344	2668412	2668930	519	0	2	1788889	3-phenylpropionate dioxygenase, small (beta) subunit	9603882
2500	1	hcaC	b2540,ECK2537,hcaA3,JW2524,o106,phdB,yfhW	57.52410125732422	2668930	2669250	321	0	2	1788890	3-phenylpropionate dioxygenase, predicted ferredoxin subunit	9603882
2501	1	hcaB	b2541,ECK2538,JW2525,o270,phdD,yfhX	57.53089904785156	2669247	2670059	813	0	2	1788891	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	9603882
2502	1	hcaD	b2542,ECK2539,hcaA4,JW2526,o400,phdA,yfhY	57.54859924316406	2670069	2671271	1203	0	2	1788892	phenylpropionate dioxygenase, ferredoxin reductase subunit	9603882
2503	1	yphA	b2543,ECK2540,JW2527,o164,o164b	57.57659912109375	2671368	2671790	423	0	2	145693171	putative inner membrane protein	
2504	1	yphB	b2544,ECK2541,f290,f290b,JW2528	57.58679962158203	2671838	2672710	873	1	2	1788894	hypothetical protein	
2505	1	yphC	b2545,ECK2542,f364,JW5842	57.60580062866211	2672722	2673783	1062	1	2	87082125	putative oxidoreductase, Zn-dependent and NAD(P)-binding	
2506	1	yphD	b2546,ECK2543,f332,f332c,JW2530	57.63010025024414	2673849	2674847	999	1	2	1788896	putative sugar transporter subunit: membrane component of ABC superfamily	
2507	1	yphE	b2547,ECK2544,f503,f503a,JW2531	57.652099609375	2674872	2676383	1512	1	2	1788897	fused predicted sugar transporter subunits of ABC superfamily: ATP-binding components	
2508	1	yphF	b2548,ECK2545,f327,f327b,JW2532	57.68519973754883	2676406	2677389	984	1	2	1788898	putative sugar transporter subunit: periplasmic-binding component of ABC superfamily	
2509	1	yphG	b2549,ECK2546,f1124,JW5405	57.708499908447266	2677486	2680767	3282	1	2	87082126	hypothetical protein	
2510	1	yphH	b2550,ECK2547,JW5406,o399,o399b	57.781700134277344	2680885	2682078	1194	0	2	87082127	putative DNA-binding transcriptional regulator	
2511	1	glyA	b2551,ECK2548,JW2535	57.81169891357422	2682276	2683529	1254	1	2	1788902	serine hydroxymethyltransferase	
2512	1	hmp	b2552,ECK2549,fsrB,hmpA,JW2536	57.84579849243164	2683857	2685047	1191	0	2	1788903	fused nitric oxide dioxygenase/dihydropteridine reductase 2	
2513	1	glnB	b2553,ECK2550,JW2537	57.872398376464844	2685092	2685430	339	1	2	1788904	regulatory protein P-II for glutamine synthetase	2865248
2514	1	glrR	b2554,ECK2551,f444,JW2538,qseF,yfhA	57.88100051879883	2685491	2686825	1335	1	2	1788905	response regulator regulating glmY sRNA in two-component system with sensor protein GlrK	
2515	1	yfhG	b2555,ECK2552,JW2539,qseG	57.90959930419922	2686815	2687528	714	1	2	1788906	hypothetical protein	
2516	1	glrK	b2556,ECK2553,f496,JW5407,qseE,yfhK,yfhZ	57.92850112915039	2687693	2689120	1428	1	2	87082128	sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR	
10142	4	glmY	b4441,ECK2554,JWR0245,sroF,tke1	57.96049880981445	2689179	2689362	184	1	2		sRNA activator of glmS mRNA, glmZ processing antagonist	
2517	1	purL	b2557,ECK2555,JW2541,purG,purI	57.97129821777344	2689678	2693565	3888	1	2	48994899	phosphoribosylformyl-glycineamide synthetase	
2518	1	mltF	b2558,ECK2556,JW2542,yfhD	58.06060028076172	2693823	2695379	1557	0	2	171474010	membrane-bound lytic transglycosylase F, murein hydrolase	
2519	1	tadA	b2559,ECK2557,JW2543,yfhC	58.09410095214844	2695376	2695879	504	1	2	145693172	tRNA-specific adenosine deaminase	
2520	1	pgpC	b2560,ECK2558,JW5408,yfhB	58.106201171875	2695937	2696572	636	1	2	87082129	hypothetical protein	
2521	1	yfhH	b2561,ECK2559,JW2545	58.1244010925293	2696781	2697629	849	0	2	87082130	putative DNA-binding transcriptional regulator	
2522	1	yfhL	b2562,ECK2560,JW2546,o86	58.143798828125	2697685	2697945	261	0	2	1788914	putative 4Fe-4S cluster-containing protein	
10143	4	shoB	b4607,b4681,b4687,ECK4502,ryfB,yphI	58.15359878540039	2698139	2698219	81	1	2	226510966	toxic membrane protein	
10144	4	ohsC	b4608,ECK4417,ryfC	58.16230010986328	2698542	2698618	77	0	2		sRNA antisense regulator of shoB toxin	
2523	1	acpS	b2563,dpj,ECK2561,JW2547	58.164398193359375	2698640	2699020	381	1	1	1788916	holo-[acyl-carrier-protein] synthase 1	1537800
2524	1	pdxJ	b2564,ECK2562,JW2548	58.17259979248047	2699020	2699751	732	1	2	1788917	pyridoxine 5'-phosphate synthase	
2525	1	recO	b2565,ECK2563,JW2549	58.1885986328125	2699763	2700491	729	1	2	2367140	gap repair protein	
2526	1	era	b2566,ECK2564,JW2550,sdgE	58.2046012878418	2700503	2701408	906	1	1	1788919	membrane-associated, 16S rRNA-binding GTPase	8807801
2527	1	rnc	b2567,ECK2565,JW2551,ranA	58.2239990234375	2701405	2702085	681	1	2	1788920	RNase III	8416898
2528	1	lepB	b2568,ECK2566,JW2552,lep	58.24449920654297	2702357	2703331	975	1	1	1788921	leader peptidase (signal peptidase I)	3514582
2529	1	lepA	b2569,ECK2567,JW2553	58.265899658203125	2703347	2705146	1800	1	2	1788922	back-translocating elongation factor EF4, GTPase	3514582
2530	1	rseC	b2570,ECK2568,JW2554	58.30889892578125	2705344	2705823	480	1	2	1788923	RseC protein involved in reduction of the SoxR iron-sulfur cluster	9159523
2531	1	rseB	b2571,ECK2569,JW2555	58.31919860839844	2705820	2706776	957	1	2	1788924	anti-sigma E factor, binds RseA	9159523
2532	1	rseA	b2572,ECK2570,JW2556,mclA,yfiJ	58.33980178833008	2706776	2707426	651	1	2	1788925	anti-sigma factor	9159523
2533	1	rpoE	b2573,ECK2571,JW2557,sigE	58.35449981689453	2707459	2708034	576	1	2	1788926	RNA polymerase, sigma 24 (sigma E) factor	7751307
2534	1	nadB	b2574,ECK2572,JW2558,nic,nicB	58.375701904296875	2708442	2710064	1623	0	2	1788928	quinolinate synthase, L-aspartate oxidase (B protein) subunit	
2535	1	yfiC	b2575,ECK2573,f285,JW2559,trmN6	58.410301208496094	2710049	2710786	738	1	2	87082131	tRNA1(Val) (adenine(37)-N6)-methyltransferase	
2536	1	srmB	b2576,ECK2574,JW2560,rbaB,rhlA	58.429100036621094	2710918	2712252	1335	0	2	1788930	ATP-dependent RNA helicase	
2537	1	yfiE	b2577,ECK2575,f308,f33,JW2561	58.46229934692383	2712461	2713342	882	1	2	87082132	putative DNA-binding transcriptional regulator	
2538	1	eamB	b2578,ECK2576,JW2562,yfiK	58.48350143432617	2713445	2714032	588	0	2	1788932	cysteine and O-acetylserine exporter	
2539	1	grcA	b2579,ECK2577,grcA,JW2563,yfiD	58.497398376464844	2714088	2714471	384	1	2	1788933	autonomous glycyl radical cofactor	
2540	1	ung	b2580,ECK2578,JW2564	58.51219940185547	2714776	2715465	690	0	2	1788934	uracil-DNA-glycosylase	2830228
2541	1	yfiF	b2581,ECK2579,JW2565	58.528099060058594	2715513	2716550	1038	1	2	1788935	putative methyltransferase	
2542	1	trxC	b2582,ECK2580,JW2566,o139,yfiG	58.554901123046875	2716757	2717176	420	0	2	1788936	thioredoxin 2	
2543	1	yfiP	b2583,ECK2581,JW5409,o240,o240b	58.565399169921875	2717245	2717943	699	0	2	87082133	conserved protein, DTW domain	
2544	1	pka	b2584,ECK2582,JW2568,o886,pat,yfiQ	58.581199645996094	2717975	2720635	2661	0	2	1788938	protein lysine acetyltransferase	
2545	1	pssA	b2585,ECK2583,JW2569,pss	58.640899658203125	2720749	2722104	1356	0	1	87082134	phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase)	2002065,
2547	1	yfiM	b2586,ECK2584,JW2570	58.67110061645508	2722150	2722473	324	0	2	145693173	required for high salt suppression of motility; probable lipoprotein	
2546	1	kgtP	b2587,ECK2585,JW2571,witA	58.678001403808594	2722470	2723768	1299	1	2	1788942	alpha-ketoglutarate transporter	
4	2	rrfG	b2588,ECK2586,JWR0051	58.7130012512207	2724091	2724210	120	1	2		5S ribosomal RNA of rrnG operon	
5	2	rrlG	b2589,ECK2587,JWR0052	58.717498779296875	2724303	2727206	2904	1	2		23S ribosomal RNA of rrnG operon	
43	3	gltW	b2590,ECK2588,JWR0053	58.78409957885742	2727391	2727466	76	1	2		tRNA-Glu	
6	2	rrsG	b2591,ECK2589,JWR0054	58.789398193359375	2727638	2729179	1542	1	2		16S ribosomal RNA of rrnG operon	
2548	1	clpB	b2592,ECK2590,htpM,JW2573	58.83219909667969	2729622	2732195	2574	1	2	1788943	protein disaggregation chaperone	
10145	4	ryfD	b4609,ECK4418	58.88719940185547	2732175	2732317	143	1	2		novel sRNA, function unknown	
2549	1	yfiH	b2593,ECK2591,JW2575	58.89039993286133	2732325	2733056	732	1	2	1788945	conserved protein, UPF0124 family	
2550	1	rluD	b2594,ECK2592,f326,JW2576,sfhB,yfiI	58.90610122680664	2733053	2734033	981	1	2	1788946	23S rRNA pseudouridine(1911,1915,1917) synthase	9814761
4323	1	bamD	b2595,ecfD,ECK2593,JW2577,yfiO	58.930198669433594	2734168	2734905	738	0	1	1788947	lipoprotein required for OM biogenesis, in BamABCDE complex	15968066
2553	1	raiA	b2597,ECK2594,JW2578,yfiA	58.951900482177734	2735176	2735517	342	0	2	1788949	cold shock protein associated with 30S ribosomal subunit	
2555	1	pheL	b2598,ECK2595,JW2579,pheAE	58.96149826049805	2735621	2735668	48	0	2	1788950	pheA gene leader peptide	
2554	1	pheA	b2599,ECK2596,JW2580	58.964599609375	2735767	2736927	1161	0	2	1788951	fused chorismate mutase P/prephenate dehydratase	
2556	1	tyrA	b2600,ECK2597,JW2581	58.9906005859375	2736970	2738091	1122	1	2	1788952	fused chorismate mutase T/prephenate dehydrogenase	
2557	1	aroF	b2601,ECK2598,JW2582	59.01499938964844	2738102	2739172	1071	1	2	1788953	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible	6317654
2558	1	yfiL	b2602,ECK2599,JW5412,o134	59.04249954223633	2739382	2739747	366	0	2	87082135	lipoprotein	
2559	1	yfiR	b2603,ECK2600,JW2584,o172,o172e	59.0536003112793	2739897	2740415	519	0	2	1788955	putative periplasmic inhibitor of YfiN activity	
2560	1	yfiN	b2604,ECK2601,JW2585,o408	59.06460189819336	2740405	2741631	1227	0	2	1788956	putative membrane-anchored diguanylate cyclase with an N-terminal periplasmic domain	
2561	1	yfiB	b2605,ECK2602,JW2586	59.091400146484375	2741647	2742129	483	0	2	1788957	putative positive effector of YfiN activity, OM lipoprotein	7559342
2562	1	rplS	b2606,ECK2603,JW2587	59.10340118408203	2742205	2742552	348	1	1	1788958	50S ribosomal subunit protein L19	7559342
2563	1	trmD	b2607,ECK2604,JW2588	59.11180114746094	2742594	2743361	768	1	1	1788959	tRNA m(1)G37 methyltransferase, SAM-dependent	7559342
2564	1	rimM	b2608,ECK2605,JW5413,yfjA	59.12900161743164	2743392	2743940	549	1	2	87082136	ribosome maturation factor	9226267,9422595
2565	1	rpsP	b2609,ECK2606,JW2590	59.14120101928711	2743959	2744207	249	1	1	1788961	30S ribosomal subunit protein S16	7559342
2566	1	ffh	b2610,ECK2607,JW5414	59.15190124511719	2744456	2745817	1362	1	1	1788963	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	7559342
2567	1	ypjD	b2611,corE,ECK2608,JW2592,o288,o288b	59.18479919433594	2745984	2746775	792	0	2	145693174	putative inner membrane protein	
2568	1	yfjD	b2612,b2613,b4461,corB,corF,ECK2609,JW5415,o196,o196c,o227,ypjE	59.202301025390625	2746796	2748082	1287	0	2	145693175	inner membrane protein, UPF0053 family	
2570	1	grpE	b2614,ECK2610,JW2594	59.231201171875	2748137	2748730	594	1	1	1788967	heat shock protein	2651417
2571	1	nadK	b2615,ECK2611,JW2596,o292,yfjB,yfjE	59.246700286865234	2748853	2749731	879	0	1	1788968	NAD kinase	
2572	1	recN	b2616,ECK2612,JW5416,o553,radB	59.267398834228516	2749817	2751478	1662	0	2	48994901	recombination and repair protein	
2573	1	bamE	b2617,ECK2613,JW2598,smpA,smqA	59.30649948120117	2751627	2751968	342	0	2	87082138	lipoprotein component of BamABCDE OM biogenesis complex	,7883194
2574	1	ratB	b2618,ECK2614,f102,JW2599,pasI,yfjF	59.315101623535156	2752030	2752320	291	1	2	87082139	conserved protein, UPF0125 family	
2576	1	ratA	b2619,ECK2615,f158,JW2600,pasT,yfjG	59.32120132446289	2752310	2752786	477	1	2	1788972	toxic UPF0083 family protein inhibitor of 70S ribosome formation	
2577	1	smpB	b2620,ECK2616,JW2601,smqB	59.33430099487305	2752918	2753400	483	0	2	1788973	trans-translation protein	7883194
4	7	ssrA	b2621,ECK2617,JWR0055,sipB	59.349300384521484	2753615	2753977	363	0	2		tmRNA, 10Sa RNA	7524073
2578	1	intA	b2622,ECK2618,intX,JW2602,slpA	59.36149978637695	2754181	2755422	1242	0	2	1788974	CP4-57 prophage; integrase	9729611
2579	1	yfjH	b2623,ECK2619,f318,JW2603	59.39350128173828	2755666	2756622	957	1	2	1788976	CP4-57 prophage; putative protein	
2580	1	alpA	b2624,ECK2620,JW2604	59.41510009765625	2756666	2756878	213	0	2	1788977	CP4-57 prophage; DNA-binding transcriptional activator	7511582
2581	1	yfjI	b2625,ECK2621,JW2605,o469	59.422401428222656	2757007	2758416	1410	0	2	1788978	CP4-57 prophage; putative protein	
2582	1	yfjJ	b2626,ECK2622,JW2607,o208	59.45610046386719	2758569	2759195	627	0	2	1788979	CP4-57 prophage; putative protein	
2583	1	yfjK	b2627,ECK2623,f729,JW2608	59.4734001159668	2759373	2761562	2190	1	2	1788980	CP4-57 prophage; conserved protein	
2584	1	yfjL	b2628,ECK2624,f538,JW2609	59.52050018310547	2761559	2763175	1617	1	2	1788981	CP4-57 prophage; putative protein	
2585	1	yfjM	b2629,ECK2625,f87,JW2610	59.5630989074707	2763535	2763798	264	1	2	1788982	CP4-57 prophage; putative protein	
2586	1	rnlA	b2630,ECK2626,JW2611,o357,std,yfjN	59.571800231933594	2763940	2765013	1074	0	2	1788983	CP4-57 prophage; RNase LS	
2587	1	rnlB	b2631,ECK2627,JW5418,o106,yfjO	59.59479904174805	2765006	2765377	372	0	2	87082140	CP4-57 prophage; putative protein	
2589	1	yfjP	b2632,ECK2628,JW5419,o289	59.61050033569336	2765732	2766595	864	0	2	48994902	CP4-57 prophage; predicted GTP-binding protein	
2590	1	yfjQ	b2633,ECK2629,JW2614,o273	59.631099700927734	2766687	2767508	822	0	2	1788987	CP4-57 prophage; putative protein	
2591	1	yfjR	b2634,ECK2630,JW2615,o233	59.65340042114258	2767725	2768426	702	0	2	1788988	CP4-57 prophage; predicted DNA-binding transcriptional regulator	
2593	1	ypjK	b2635,ECK2631,JW5888,o130	59.66939926147461	2768467	2768703	237	0	2	87082141	CP4-57 prophage; predicted inner membrane protein	
2592	1	yfjS	b2636,ECK2632,JW5921,o230	59.67449951171875	2768703	2769146	444	0	2	87082142	CP4-57 prophage; putative protein	
2594	1	yfjT	b2637,ECK2633,JW2618,o155	59.684600830078125	2769170	2769637	468	0	2	1788990	CP4-57 prophage; putative protein	
2595	1	yfjU	b2638,ECK2634,f104,JW2619	59.702999114990234	2770024	2770176	153	1	2			
2596	1	yfjV	b2639,b2640,b2641,ECK2635,f172,f38,f66,JW5922,ypjL,ypjM	59.70650100708008	2770189	2771204	1016	1	2			
2599	1	yfjW	b2642,ECK2638,JW2623,o567	59.731300354003906	2771340	2773043	1704	0	2	2367146	CP4-57 prophage; predicted inner membrane protein	
10146	1	ypjI	b4644,ECK4438	59.779300689697266	2773567	2773838	272	0	2			
2600	1	yfjX	b2643,ECK2639,JW2624,o152	59.78739929199219	2773941	2774399	459	0	2	1788996	CP4-57 prophage; predicted antirestriction protein	
2601	1	yfjY	b2644,ECK2640,JW2625,o160	59.79750061035156	2774408	2774890	483	0	2	1788997	CP4-57 prophage; predicted DNA repair protein	
10147	1	ypjJ	b4548,ECK2641,JW5421	59.80799865722656	2774899	2775099	201	0	2	87082144	hypothetical protein	
2602	1	yfjZ	b2645,ECK2642,JW2626,o105	59.813201904296875	2775137	2775454	318	0	2	1788998	CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system	
2603	1	ypjF	b2646,ECK2643,JW2627,o109,o109a	59.820499420166016	2775475	2775804	330	0	2	1788999	CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system	
10148	7	psaA	b4645,ECK4465	59.831600189208984	2775994	2776007	14	0	2			
2604	1	ypjA	b2647,ECK2644,f1569,JW5422	59.83539962768555	2776168	2780748	4581	1	2	87082145	adhesin-like autotransporter	
2605	1	pinH	b2648,ECK2645,f47,f47a,JW5423,ypjG	59.94139862060547	2781087	2781326	240	1	2			
2606	1	ypjC	b2649,b2650,ECK2646,f160,f160c,f263,f263a,JW2629,ypjB	59.953800201416016	2781660	2783033	1374	1	2			
89	3	ileY	b2652,ECK2648,f57,JWR0056	59.9995002746582	2783784	2783859	76	1	2		tRNA-Ile	
2610	1	ygaQ	b2654,b2655,b2656,b2657,b2658,b4462,ECK2649,JW5425,o110,o110d,o164,o164c,o210,o62,o62b,o90,o90a,ygaR,yqaC,yqaD	60.01319885253906	2784419	2786671	2253	0	2			
2615	1	csiD	b2659,csi-12,ECK2653,JW5427,o360,ygaT	60.069000244140625	2787007	2787984	978	0	2	87082147	carbon starvation protein	
2616	1	lhgO	b2660,ECK2654,JW2635,o444,ygaF	60.09049987792969	2788004	2789272	1269	0	2	87082148	L-2-hydroxyglutarate oxidase	
2617	1	gabD	b2661,ECK2655,JW2636	60.11830139160156	2789295	2790743	1449	0	2	1789015	succinate-semialdehyde dehydrogenase I, NADP-dependent	8297211
2618	1	gabT	b2662,ECK2656,JW2637	60.14979934692383	2790757	2792037	1281	0	2	1789016	4-aminobutyrate aminotransferase, PLP-dependent	8297211
2619	1	gabP	b2663,ECK2657,JW2638	60.18259811401367	2792275	2793675	1401	0	2	1789017	gamma-aminobutyrate transporter	8297211
2620	1	csiR	b2664,ECK2658,gabC,JW2639,o226,ygaE	60.213199615478516	2793696	2794358	663	0	2	87082149	DNA-binding transcriptional repressor of csiD	
2621	1	ygaU	b2665,ECK2659,f149,JW2640,yzzM	60.227500915527344	2794359	2794808	450	1	2	1789019	hypothetical protein	
2622	1	yqaE	b2666,ECK2660,f52,JW2641	60.23899841308594	2794892	2795050	159	1	2	1789020	cyaR sRNA-regulated protein	
2623	1	ygaV	b2667,ECK2661,JW2642,o99	60.246299743652344	2795233	2795532	300	0	2	1789021	tributyltin-inducible repressor of ygaVP	
2624	1	ygaP	b2668,ECK2662,JW2643,o174	60.25299835205078	2795542	2796066	525	0	2	1789022	putative inner membrane protein with hydrolase activity	
2625	1	stpA	b2669,ECK2663,hnsB,hsm-3,JW2644,rsv	60.26530075073242	2796113	2796517	405	1	2	1789023	DNA binding protein, nucleoid-associated	
2626	1	alaE	b2670,ECK2664,JW2645,o149,ygaW	60.28839874267578	2797186	2797635	450	0	2	1789025	alanine exporter, alanine-inducible, stress-responsive	
