	ID	name	annot	nbIns	nbsites	insRate	call	Bayes_class	Bayes_class_4	biotradis	Chaudhuri	Santiago	valentino
1293	SAOUHSC_01425	SAOUHSC_01425	conserved hypothetical protein	13	44	0.29545454545454547	NE	U	NE	NE	NA	DES	NA
1294	SAOUHSC_01427	SAOUHSC_01427	conserved hypothetical protein	80	132	0.6060606060606061	NE	NE	NE	NE	NA	NE	NA
1295	SAOUHSC_01429	SAOUHSC_01429	conserved hypothetical protein	8	16	0.5	NE	NE	NE	NE	NA	NE	NA
1296	SAOUHSC_01430	SAOUHSC_01430	phosphotransferase system enzyme IIA%2C putative	25	39	0.6410256410256411	NE	NE	NE	NE	NA	NE	NA
1297	SAOUHSC_01431	SAOUHSC_01431	this stereospecific enzymes reduces the R isomer of methionine sulfoxide while MsrA reduces the S form%3B provides protection against oxidative stress	26	36	0.7222222222222222	NE	NE	NE	NE	NA	NE	NA
1298	SAOUHSC_01432	SAOUHSC_01432	this stereospecific enzymes reduces the S isomer of methionine sulfoxide while MsrB reduces the R form%3B provides protection against oxidative stress	29	42	0.6904761904761905	NE	NE	NE	NE	NA	NE	NA
1299	SAOUHSC_01433	SAOUHSC_01433	conserved hypothetical protein	45	80	0.5625	NE	NE	NE	NE	NA	NE	NA
1300	SAOUHSC_01434	SAOUHSC_01434	dihydrofolate reductase	1	41	0.024390243902439025	E	ES	ES	ES	ES	ES	ES
1301	SAOUHSC_01435	thyA	ThyA%3B catalyzes formation of dTMP and 7%2C8-dihydrofolate from 5%2C10-methylenetetrahydrofolate and dUMP%3B involved in deoxyribonucleotide biosynthesis%3B there are 2 copies in some Bacilli%2C one of which appears to be phage-derived	2	76	0.02631578947368421	E	ES	ES	ES	ES	DES	ES
1302	SAOUHSC_01436	SAOUHSC_01436	conserved hypothetical protein	24	37	0.6486486486486487	NE	NE	NE	NE	NA	NE	NA
1303	SAOUHSC_01437	SAOUHSC_01437	conserved hypothetical protein	57	102	0.5588235294117647	NE	NE	NE	NE	NA	NE	NA
1304	SAOUHSC_01438	SAOUHSC_01438	conserved hypothetical protein	10	22	0.45454545454545453	NE	NE	NE	NE	NA	NE	NA
1305	SAOUHSC_01439	SAOUHSC_01439	conserved hypothetical protein	11	15	0.7333333333333333	NE	NE	NE	NE	NA	NE	NA
1306	SAOUHSC_01440	SAOUHSC_01440	conserved hypothetical protein	49	79	0.620253164556962	NE	NE	NE	NE	NA	NE	NA
1307	SAOUHSC_01441	SAOUHSC_01441	conserved hypothetical protein	3	3	1.0	S	NE	NE	NE	NA	NE	ES
1308	SAOUHSC_01443	SAOUHSC_01443	conserved hypothetical protein	23	34	0.6764705882352942	NE	NE	NE	NE	NA	NE	NA
1309	SAOUHSC_01447	SAOUHSC_01447	conserved hypothetical protein	1250	2165	0.5773672055427251	NE	NE	NE	NE	NA	NE	NA
1310	SAOUHSC_01448	SAOUHSC_01448	conserved hypothetical protein	88	138	0.6376811594202898	NE	NE	NE	NE	NA	NE	NA
1311	SAOUHSC_01450	SAOUHSC_01450	conserved hypothetical protein	75	142	0.528169014084507	NE	NE	NE	NE	NA	NE	NA
1312	SAOUHSC_01451	SAOUHSC_01451	catalyzes the formation of 2-oxobutanoate from L-threonine%3B catabolic	43	85	0.5058823529411764	NE	NE	NE	NE	NA	NE	NA
1313	SAOUHSC_01452	SAOUHSC_01452	alanine dehydrogenase	52	91	0.5714285714285714	NE	NE	NE	NE	NA	NE	NA
1314	SAOUHSC_01454	SAOUHSC_01454	conserved hypothetical protein	49	87	0.5632183908045977	NE	NE	NE	NE	NA	NE	NA
1315	SAOUHSC_01455	SAOUHSC_01455	conserved hypothetical protein	187	320	0.584375	NE	NE	NE	NE	NA	NE	NA
1316	SAOUHSC_01456	SAOUHSC_01456	conserved hypothetical protein	85	142	0.5985915492957746	NE	NE	NE	NE	NA	NE	NA
1317	SAOUHSC_01459	SAOUHSC_01459	conserved hypothetical protein	19	28	0.6785714285714286	NE	NE	NE	NE	NA	NE	NA
1318	SAOUHSC_01460	SAOUHSC_01460	conserved hypothetical protein	52	99	0.5252525252525253	NE	NE	NE	NE	NA	NE	NA
1319	SAOUHSC_01462	SAOUHSC_01462	conserved hypothetical protein	20	31	0.6451612903225806	NE	NE	NE	NE	ES	DES	NA
1320	SAOUHSC_01463	SAOUHSC_01463	conserved hypothetical protein	33	47	0.7021276595744681	NE	NE	NE	NE	NA	NE	NA
1321	SAOUHSC_01464	SAOUHSC_01464	conserved hypothetical protein	22	32	0.6875	NE	NE	NE	NE	NA	NE	NA
1322	SAOUHSC_01466	recU	functions in homologous recombination%2C DNA repair%2C and chromosome segregation%3B binds preferentially to three- and four-stranded DNA intermediates%3B introduces specific nick sites in four-stranded DNA substrates%3B functions similarly to Escherichia coli RuvC	6	71	0.08450704225352113	E	U	ES	ES	ES	DES	NA
1323	SAOUHSC_01467	SAOUHSC_01467	penicillin-binding protein 2	15	196	0.07653061224489796	E	U	ES	ES	ES	ES	ES
1324	SAOUHSC_01468	SAOUHSC_01468	conserved hypothetical protein	16	36	0.4444444444444444	NE	NE	NE	NE	NA	NE	NA
1325	SAOUHSC_01469	SAOUHSC_01469	endonuclease III%2C putative	34	62	0.5483870967741935	NE	NE	NE	NE	NA	NE	NA
1326	SAOUHSC_01470	SAOUHSC_01470	conserved hypothetical protein	2	65	0.03076923076923077	E	ES	ES	ES	ES	ES	ES
1327	SAOUHSC_01471	asnC	catalyzes a two-step reaction%2C first charging an asparagine molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA	53	96	0.5520833333333334	NE	NE	NE	NE	NA	NE	NA
1328	SAOUHSC_01472	SAOUHSC_01472	DnaQ family exonuclease/DinG family helicase%2C putative	177	259	0.6833976833976834	NE	NE	NE	NE	NA	NE	NA
1329	SAOUHSC_01473	SAOUHSC_01473	BirA bifunctional protein%2C putative	3	99	0.030303030303030304	E	ES	ES	ES	ES	ES	ES
1330	SAOUHSC_01474	SAOUHSC_01474	catalyzes the addition and repair of the 3'-terminal CCA sequence in tRNA%3B these proteins belong to the CCA-adding enzyme subfamily 2 which does not have phosphohydrolase activity	1	116	0.008620689655172414	E	ES	ES	ES	ES	ES	ES
1331	SAOUHSC_01475	SAOUHSC_01475	conserved hypothetical protein	56	109	0.5137614678899083	NE	NE	NE	NE	NA	NE	NA
1332	SAOUHSC_01476	SAOUHSC_01476	conserved hypothetical protein	13	25	0.52	NE	NE	NE	NE	NA	NE	NA
1333	SAOUHSC_01477	SAOUHSC_01477	conserved hypothetical protein	1	56	0.017857142857142856	E	ES	ES	ES	ES	DES	ES
1334	SAOUHSC_01478	SAOUHSC_01478	conserved hypothetical protein	49	70	0.7	NE	NE	NE	NE	NA	NE	NA
1335	SAOUHSC_01479	SAOUHSC_01479	conserved hypothetical protein	40	57	0.7017543859649122	NE	NE	NE	NE	NA	NE	NA
1336	SAOUHSC_01480	SAOUHSC_01480	conserved hypothetical protein	59	103	0.5728155339805825	NE	NE	NE	NE	NA	NE	NA
1337	SAOUHSC_01481	SAOUHSC_01481	catalyzes the formation of 5-O-(1-carboxyvinyl)-3-phosphoshikimate from phosphoenolpyruvate and 3-phosphoshikimate in tryptophan biosynthesis	7	98	0.07142857142857142	E	ES	ES	ES	NA	ES	NA
1338	SAOUHSC_01482	aroB	catalyzes the formation of 3-dehydroquinate from 3-deoxy-arabino-heptulonate 7-phosphate%3B functions in aromatic amino acid biosynthesis	8	110	0.07272727272727272	E	ES	ES	ES	NA	ES	NA
1339	SAOUHSC_01483	SAOUHSC_01483	catalyzes the formation of chorismate from 5-O-(1-carboxyvinyl)-3-phosphoshikimate in aromatic amino acid biosynthesis	4	105	0.0380952380952381	E	ES	ES	ES	NA	ES	ES
1340	SAOUHSC_01484	SAOUHSC_01484	conserved hypothetical protein	11	29	0.3793103448275862	NE	NE	NE	NE	NA	NE	NA
1341	SAOUHSC_01485	ndk	catalyzes the formation of nucleoside triphosphate from ATP and nucleoside diphosphate	25	36	0.6944444444444444	NE	NE	NE	NE	NA	NE	NA
1342	SAOUHSC_01486	SAOUHSC_01486	heptaprenyl diphosphate syntase component II%2C putative	1	69	0.014492753623188406	E	ES	ES	ES	NA	DES	NA
1343	SAOUHSC_01487	ubiE	Catalyzes the carbon methylation reaction in the biosynthesis of ubiquinone	10	44	0.22727272727272727	NE	U	NE	ES	NA	ES	ES
1344	SAOUHSC_01488	SAOUHSC_01488	conserved hypothetical protein	8	58	0.13793103448275862	E	U	ES	ES	NA	ES	NA
1345	SAOUHSC_01489	SAOUHSC_01489	-	22	42	0.5238095238095238	NE	NE	NE	NE	NA	NE	NA
1346	SAOUHSC_01490	SAOUHSC_01490	DNA-binding protein HU%2C putative	0	19	0.0	E	ES	ES	ES	ES	DES	ES
1347	SAOUHSC_01491	gpsA	catalyzes the NAD(P)H-dependent reduction of glycerol 3-phosphate to glycerone phosphate	12	85	0.1411764705882353	NE	U	ES	ES	NA	ES	NA
1348	SAOUHSC_01492	engA	EngA%3B essential Neisserial GTPase%3B synchronizes cellular events by interacting with multiple targets with tandem G-domains%3B overexpression in Escherichia coli suppresses rrmJ mutation%3B structural analysis of the Thermotoga maritima ortholog shows different nucleotide binding affinities in the two binding domains	0	113	0.0	E	ES	ES	ES	ES	ES	ES
1349	SAOUHSC_01493	rpsA	in Escherichia coli this protein is involved in binding to the leader sequence of mRNAs and is itself bound to the 30S subunit%3B autoregulates expression via a C-terminal domain%3B in most gram negative organisms this protein is composed of 6 repeats of the S1 domain while in gram positive there are 4 repeats%3B the S1 nucleic acid-binding domain is found associated with other proteins	52	89	0.5842696629213483	NE	NE	NE	NE	NA	NE	NA
1350	SAOUHSC_01494	SAOUHSC_01494	-	7	14	0.5	S	NE	NE	NE	NA	NE	NA
1351	SAOUHSC_01495	SAOUHSC_01495	conserved hypothetical protein	6	9	0.6666666666666666	S	NE	NE	NE	NA	NE	NA
1352	SAOUHSC_01496	cmk	Catalyzes the formation of (d)CDP from ATP and (d)CMP	9	54	0.16666666666666666	NE	U	U	ES	ES	ES	ES
1353	SAOUHSC_01497	SAOUHSC_01497	L-asparaginase%2C putative	46	97	0.4742268041237113	NE	NE	NE	NE	NA	NE	NA
1354	SAOUHSC_01499	SAOUHSC_01499	conserved hypothetical protein	56	91	0.6153846153846154	NE	NE	NE	NE	NA	NE	NA
1355	SAOUHSC_01500	SAOUHSC_01500	conserved hypothetical protein	5	10	0.5	S	NE	NE	NE	NA	NE	NA
1356	SAOUHSC_01501	SAOUHSC_01501	elastin binding protein	3	90	0.03333333333333333	U	ES	ES	ES	ES	ES	ES
1357	SAOUHSC_01502	SAOUHSC_01502	ATP-dependent DNA helicase RecQ%2C putative	74	116	0.6379310344827587	NE	NE	NE	NE	NA	NE	NA
1358	SAOUHSC_01503	SAOUHSC_01503	conserved hypothetical protein	61	93	0.6559139784946236	NE	NE	NE	NE	NA	NE	NA
1359	SAOUHSC_01504	SAOUHSC_01504	ferredoxin%2C putative	1	19	0.05263157894736842	U	ES	ES	ES	ES	NE	NA
1360	SAOUHSC_01505	SAOUHSC_01505	conserved hypothetical protein	47	65	0.7230769230769231	NE	NE	NE	NE	NA	NE	NA
1361	SAOUHSC_01507	SAOUHSC_01507	conserved hypothetical protein	2	6	0.3333333333333333	S	NE	NE	U	NA	NE	NA
1362	SAOUHSC_01508	SAOUHSC_01508	conserved hypothetical protein	57	94	0.6063829787234043	NE	NE	NE	NE	NA	NE	NA
1363	SAOUHSC_01510	SAOUHSC_01510	conserved hypothetical protein	14	25	0.56	NE	NE	NE	NE	NA	NE	NA
1364	SAOUHSC_01511	SAOUHSC_01511	conserved hypothetical protein	53	83	0.6385542168674698	NE	NE	NE	NE	NA	NE	NA
1365	SAOUHSC_01512	SAOUHSC_01512	conserved hypothetical protein	58	93	0.6236559139784946	NE	NE	NE	NE	NA	NE	NA
1366	SAOUHSC_01513	SAOUHSC_01513	conserved hypothetical protein	10	24	0.4166666666666667	NE	NE	NE	NE	NA	NE	NA
1367	SAOUHSC_01514	SAOUHSC_01514	hypothetical phage protein	52	90	0.5777777777777777	NE	NE	NE	NE	NA	NE	NA
1368	SAOUHSC_01515	SAOUHSC_01515	petidoglycan hydrolase%2C putative	94	154	0.6103896103896104	NE	NE	NE	NE	NA	NE	NA
1369	SAOUHSC_01516	SAOUHSC_01516	holin protein	26	32	0.8125	NE	NE	NE	NE	NA	NE	NA
1370	SAOUHSC_01517	SAOUHSC_01517	conserved hypothetical phage protein	16	24	0.6666666666666666	NE	NE	NE	NE	NA	NE	NA
1371	SAOUHSC_01518	SAOUHSC_01518	conserved hypothetical phage protein	14	21	0.6666666666666666	NE	NE	NE	NE	NA	NE	NA
1372	SAOUHSC_01519	SAOUHSC_01519	SLT orf 129-like protein	12	30	0.4	NE	NE	NE	NE	NA	NE	NA
1373	SAOUHSC_01520	SAOUHSC_01520	SLT orf 488-like protein	64	134	0.47761194029850745	NE	NE	NE	NE	NA	NE	NA
1374	SAOUHSC_01521	SAOUHSC_01521	SLT orf 636-like protein	108	174	0.6206896551724138	NE	NE	NE	NE	NA	NE	NA
1375	SAOUHSC_01522	SAOUHSC_01522	conserved hypothetical phage protein	15	29	0.5172413793103449	NE	NE	NE	NE	NA	NE	NA
1376	SAOUHSC_01523	SAOUHSC_01523	SLT orf 527-like protein	100	163	0.6134969325153374	NE	NE	NE	NE	NA	NE	NA
1377	SAOUHSC_01524	SAOUHSC_01524	holin-like protein	67	92	0.7282608695652174	NE	NE	NE	NE	NA	NE	NA
1378	SAOUHSC_01525	SAOUHSC_01525	phage tail tape meausure protein%2C TP901 family%2C core region domain protein	256	483	0.5300207039337475	NE	NE	NE	NE	NA	NE	NA
1379	SAOUHSC_01526	SAOUHSC_01526	conserved hypothetical phage protein	8	12	0.6666666666666666	S	NE	NE	NE	NA	NE	NA
1380	SAOUHSC_01527	SAOUHSC_01527	conserved hypothetical phage protein	17	25	0.68	NE	NE	NE	NE	NA	NE	NA
1381	SAOUHSC_01528	SAOUHSC_01528	bacteriophage L54a%2C bacterial Ig-like domain group 2 family protein	25	39	0.6410256410256411	NE	NE	NE	NE	NA	NE	NA
1382	SAOUHSC_01529	SAOUHSC_01529	major tail protein	34	55	0.6181818181818182	NE	NE	NE	NE	NA	NE	NA
1383	SAOUHSC_01530	SAOUHSC_01530	conserved hypothetical phage protein	26	43	0.6046511627906976	NE	NE	NE	NE	NA	NE	NA
1384	SAOUHSC_01531	SAOUHSC_01531	SLT orf 123-like protein	17	39	0.4358974358974359	NE	NE	NE	NE	NA	NE	NA
1385	SAOUHSC_01532	SAOUHSC_01532	SLT orf 110-like protein	17	34	0.5	NE	NE	NE	NE	NA	NE	NA
1386	SAOUHSC_01533	SAOUHSC_01533	conserved hypothetical phage protein	9	20	0.45	NE	NE	NE	NE	NA	NE	NA
1387	SAOUHSC_01535	SAOUHSC_01535	conserved hypothetical phage protein	50	93	0.5376344086021505	NE	NE	NE	NE	NA	NE	NA
1388	SAOUHSC_01536	SAOUHSC_01536	scaffolding protease	43	67	0.6417910447761194	NE	NE	NE	NE	NA	NE	NA
1389	SAOUHSC_01537	SAOUHSC_01537	phage portal protein%2C HK97 family	57	105	0.5428571428571428	NE	NE	NE	NE	NA	NE	NA
1390	SAOUHSC_01538	SAOUHSC_01538	phage terminase%2C large subunit%2C putative	95	152	0.625	NE	NE	NE	NE	NA	NE	NA
1391	SAOUHSC_01539	SAOUHSC_01539	terminase-small subunit	14	31	0.45161290322580644	NE	NE	NE	NE	NA	NE	NA
1392	SAOUHSC_01540	SAOUHSC_01540	bacteriophage L54a%2C HNH endonuclease family protein	22	34	0.6470588235294118	NE	NE	NE	NE	NA	NE	NA
1393	SAOUHSC_01541	SAOUHSC_01541	conserved hypothetical phage protein	33	48	0.6875	NE	NE	NE	NE	NA	NE	NA
1394	SAOUHSC_01542	SAOUHSC_01542	SNF2 family N-terminal domain protein	76	137	0.5547445255474452	NE	NE	NE	NE	NA	NE	NA
1395	SAOUHSC_01543	SAOUHSC_01543	phi related protein	17	26	0.6538461538461539	NE	NE	NE	NE	NA	NE	NA
1396	SAOUHSC_01544	SAOUHSC_01544	hypothetical phage protein	2	3	0.6666666666666666	S	NE	NE	ES	NA	NE	ES
1397	SAOUHSC_01545	SAOUHSC_01545	conserved hypothetical phage protein	10	26	0.38461538461538464	NE	NE	NE	NE	NA	NE	NA
1398	SAOUHSC_01546	SAOUHSC_01546	conserved hypothetical phage protein	10	21	0.47619047619047616	NE	NE	NE	NE	NA	NE	NA
1399	SAOUHSC_01547	SAOUHSC_01547	conserved hypothetical phage protein	99	178	0.5561797752808989	NE	NE	NE	NE	NA	NE	NA
1400	SAOUHSC_01548	SAOUHSC_01548	conserved hypothetical phage protein	7	18	0.3888888888888889	NE	NE	NE	NE	NA	NE	NA
1401	SAOUHSC_01549	SAOUHSC_01549	transcriptional activator rinB-related protein	10	17	0.5882352941176471	S	NE	NE	NE	NA	NE	NA
1402	SAOUHSC_01550	SAOUHSC_01550	conserved hypothetical phage protein	9	23	0.391304347826087	NE	NE	NE	NE	NA	NE	ES
1403	SAOUHSC_01551	SAOUHSC_01551	conserved hypothetical phage protein	3	13	0.23076923076923078	NE	U	NE	ES	NA	NE	ES
1404	SAOUHSC_01552	SAOUHSC_01552	bacteriophage L54a%2C deoxyuridine 5-triphosphate nucleotidohydrolase	19	51	0.37254901960784315	NE	NE	NE	NE	NA	NE	NA
1405	SAOUHSC_01553	SAOUHSC_01553	PVL orf 52-like protein	7	19	0.3684210526315789	NE	NE	NE	NE	NA	NE	NA
1406	SAOUHSC_01555	SAOUHSC_01555	conserved hypothetical phage protein	15	35	0.42857142857142855	NE	NE	NE	NE	NA	NE	ES
1407	SAOUHSC_01556	SAOUHSC_01556	PVL orf 52-like protein	15	34	0.4411764705882353	NE	NE	NE	NE	NA	NE	NA
1408	SAOUHSC_01557	SAOUHSC_01557	conserved hypothetical phage protein	4	15	0.26666666666666666	NE	U	NE	NE	NA	NE	NA
1409	SAOUHSC_01558	SAOUHSC_01558	PVL orf 51-like protein	9	21	0.42857142857142855	NE	NE	NE	NE	NA	NE	NA
1410	SAOUHSC_01559	SAOUHSC_01559	conserved hypothetical phage protein	6	15	0.4	NE	NE	NE	NE	NA	NE	NA
1411	SAOUHSC_01560	SAOUHSC_01560	conserved hypothetical phage protein	9	21	0.42857142857142855	NE	NE	NE	NE	NA	NE	NA
1412	SAOUHSC_01561	SAOUHSC_01561	PVL orf 50-like protein	15	26	0.5769230769230769	NE	NE	NE	NE	NA	NE	NA
1413	SAOUHSC_01562	SAOUHSC_01562	ETA orf 26-like protein-related protein	7	20	0.35	NE	NE	NE	NE	NA	NE	NA
1414	SAOUHSC_01563	SAOUHSC_01563	phage encoded DNA polymerase I	64	171	0.3742690058479532	NE	NE	NE	NE	NA	NE	NA
1415	SAOUHSC_01565	SAOUHSC_01565	phage-related protein	19	41	0.4634146341463415	NE	NE	NE	NE	NA	NE	NA
1416	SAOUHSC_01566	SAOUHSC_01566	phi APSE P51-like protein	42	103	0.4077669902912621	NE	NE	NE	NE	NA	NE	NA
1417	SAOUHSC_01567	SAOUHSC_01567	conserved hypothetical phage protein	13	30	0.43333333333333335	NE	NE	NE	NE	NA	NE	NA
1418	SAOUHSC_01568	SAOUHSC_01568	conserved hypothetical phage protein	6	21	0.2857142857142857	NE	U	NE	U	NA	NE	NA
1419	SAOUHSC_01569	SAOUHSC_01569	conserved hypothetical phage protein	5	16	0.3125	S	U	NE	NE	NA	NE	NA
1420	SAOUHSC_01570	SAOUHSC_01570	PVL orf 37-like protein	11	26	0.4230769230769231	NE	NE	NE	NE	NA	NE	NA
1421	SAOUHSC_01571	SAOUHSC_01571	SLT orf 71-like protein-related protein	8	21	0.38095238095238093	NE	NE	NE	NE	NA	NE	NA
1422	SAOUHSC_01572	SAOUHSC_01572	conserved hypothetical phage protein	21	41	0.5121951219512195	NE	NE	NE	NE	NA	NE	NA
1423	SAOUHSC_01573	SAOUHSC_01573	conserved hypothetical phage protein	8	16	0.5	NE	NE	NE	NE	NA	NE	ES
1424	SAOUHSC_01574	SAOUHSC_01574	Helix-turn-helix domain protein	14	26	0.5384615384615384	NE	NE	NE	NE	NA	NE	NA
1425	SAOUHSC_01575	SAOUHSC_01575	Helix-turn-helix domain protein	8	66	0.12121212121212122	U	U	ES	ES	NA	DES	NA
1426	SAOUHSC_01576	SAOUHSC_01576	exonuclease family	68	110	0.6181818181818182	NE	NE	NE	NE	NA	NE	NA
1427	SAOUHSC_01577	SAOUHSC_01577	conserved hypothetical phage protein	29	41	0.7073170731707317	NE	NE	NE	NE	NA	NE	NA
1428	SAOUHSC_01578	SAOUHSC_01578	conserved hypothetical phage protein	17	25	0.68	NE	NE	NE	NE	NA	NE	ES
1429	SAOUHSC_01579	SAOUHSC_01579	hypothetical phage protein	2	10	0.2	S	U	U	ES	NA	NE	ES
1430	SAOUHSC_01580	SAOUHSC_01580	phi PVL ORF 30-like protein	51	71	0.7183098591549296	NE	NE	NE	NE	NA	NE	ES
1431	SAOUHSC_01582	SAOUHSC_01582	bacteriophage integrase	70	122	0.5737704918032787	NE	NE	NE	NE	NA	NE	NA
1432	SAOUHSC_01583	SAOUHSC_01583	conserved hypothetical phage protein	110	207	0.5314009661835749	NE	NE	NE	NE	NA	NE	NA
1433	SAOUHSC_01584	SAOUHSC_01584	conserved hypothetical protein	46	77	0.5974025974025974	NE	NE	NE	NE	NA	NE	NA
1434	SAOUHSC_01585	SAOUHSC_01585	staphylococcal respiratory response protein SrrB%2C putative	100	169	0.591715976331361	NE	NE	NE	NE	NA	NE	NA
1435	SAOUHSC_01586	SAOUHSC_01586	DNA-binding response regulator%2C putative	22	64	0.34375	NE	NE	NE	NE	NA	NE	NA
1436	SAOUHSC_01587	SAOUHSC_01587	ribosomal large subunit pseudouridine synthase B%2C putative	35	63	0.5555555555555556	NE	NE	NE	NE	NA	NE	NA
1437	SAOUHSC_01588	SAOUHSC_01588	conserved hypothetical protein	27	50	0.54	NE	NE	NE	NE	NA	NE	NA
1438	SAOUHSC_01589	SAOUHSC_01589	conserved hypothetical protein	41	70	0.5857142857142857	NE	NE	NE	NE	NA	NE	NA
1439	SAOUHSC_01590	SAOUHSC_01590	conserved hypothetical protein	23	46	0.5	NE	NE	NE	NE	NA	NE	NA
1440	SAOUHSC_01591	SAOUHSC_01591	integrase/recombinase XerD	8	84	0.09523809523809523	E	U	ES	ES	NA	ES	NA
1441	SAOUHSC_01592	SAOUHSC_01592	transcriptional regulator%2C Fur%2C putative	6	31	0.1935483870967742	NE	U	U	ES	ES	ES	ES
1442	SAOUHSC_01593	SAOUHSC_01593	NUDIX domain protein	32	49	0.6530612244897959	NE	NE	NE	NE	NA	NE	NA
1443	SAOUHSC_01594	SAOUHSC_01594	conserved hypothetical protein	53	89	0.5955056179775281	NE	NE	NE	NE	NA	NE	NA
1444	SAOUHSC_01595	SAOUHSC_01595	conserved hypothetical protein	15	23	0.6521739130434783	NE	NE	NE	NE	NA	NE	NA
1445	SAOUHSC_01596	SAOUHSC_01596	conserved hypothetical protein	35	61	0.5737704918032787	NE	NE	NE	NE	NA	NE	NA
1446	SAOUHSC_01597	SAOUHSC_01597	pyrroline-5-carboxylate reductase	48	78	0.6153846153846154	NE	NE	NE	NE	NA	NE	NA
1447	SAOUHSC_01598	SAOUHSC_01598	AtsA/ElaC family protein	0	80	0.0	E	ES	ES	ES	ES	ES	ES
1448	SAOUHSC_01599	SAOUHSC_01599	catalyzes the formation of D-glucono-1%2C5-lactone 6-phosphate from D-glucose 6-phosphate	2	134	0.014925373134328358	E	ES	ES	ES	ES	ES	ES
1449	SAOUHSC_01600	SAOUHSC_01600	conserved hypothetical protein	39	76	0.5131578947368421	NE	NE	NE	NE	NA	NE	NA
1450	SAOUHSC_01601	SAOUHSC_01601	alpha-glucosidase%2C putative	81	140	0.5785714285714286	NE	NE	NE	NE	NA	NE	NA
1451	SAOUHSC_01602	SAOUHSC_01602	transcriptional regulator%2C putative	51	93	0.5483870967741935	NE	NE	NE	NE	NA	NE	NA
1452	SAOUHSC_01603	SAOUHSC_01603	-	10	22	0.45454545454545453	NE	NE	NE	NE	NA	NE	NA
1453	SAOUHSC_01604	SAOUHSC_01604	conserved hypothetical protein	19	30	0.6333333333333333	NE	NE	NE	NE	NA	NE	NA
1454	SAOUHSC_01605	SAOUHSC_01605	catalyzes the formation of D-ribulose 5-phosphate from 6-phospho-D-gluconate	1	116	0.008620689655172414	E	ES	ES	ES	ES	DES	ES
1455	SAOUHSC_01606	SAOUHSC_01606	peptidase T%2C putative	59	93	0.6344086021505376	NE	NE	NE	NE	NA	NE	NA
1456	SAOUHSC_01607	SAOUHSC_01607	conserved hypothetical protein	13	25	0.52	NE	NE	NE	NE	NA	NE	NA
1457	SAOUHSC_01608	SAOUHSC_01608	-	3	6	0.5	S	NE	NE	NE	NA	NE	NA
1458	SAOUHSC_01609	SAOUHSC_01609	conserved hypothetical protein	69	103	0.6699029126213593	NE	NE	NE	NE	NA	NE	NA
1459	SAOUHSC_01610	SAOUHSC_01610	conserved hypothetical protein	21	31	0.6774193548387096	NE	NE	NE	NE	NA	NE	NA
1460	SAOUHSC_01611	SAOUHSC_01611	2-oxoisovalerate dehydrogenase%2C E2 component%2C dihydrolipoamide acetyltransferase%2C putative	11	121	0.09090909090909091	E	U	ES	ES	NA	DES	NA
1461	SAOUHSC_01612	SAOUHSC_01612	2-oxoisovalerate dehydrogenase%2C E1 component%2C beta subunit%2C putative	6	85	0.07058823529411765	E	ES	ES	ES	NA	ES	NA
1462	SAOUHSC_01613	SAOUHSC_01613	2-oxoisovalerate dehydrogenase%2C E1 component%2C alpha subunit%2C putative	4	77	0.05194805194805195	U	ES	ES	ES	NA	ES	NA
1463	SAOUHSC_01614	SAOUHSC_01614	dihydrolipoamide dehydrogenase	32	116	0.27586206896551724	NE	U	NE	ES	NA	ES	NA
1464	SAOUHSC_01615	SAOUHSC_01615	DNA repair protein RecN	70	149	0.4697986577181208	NE	NE	NE	NE	NA	DES	NA
1465	SAOUHSC_01617	SAOUHSC_01617	regulates arginine biosynthesis when complexed with arginine by binding at site that overlap the promotors of the arginine biosynthesis genes	24	45	0.5333333333333333	NE	NE	NE	NE	NA	NE	NA
1466	SAOUHSC_01618	SAOUHSC_01618	geranyltranstransferase%2C putative	22	84	0.2619047619047619	NE	U	NE	NE	NA	DES	NA
1467	SAOUHSC_01619	SAOUHSC_01619	catalyzes the bidirectional exonucleolytic cleavage of DNA	6	17	0.35294117647058826	NE	NE	NE	NE	NA	ES	ES
1468	SAOUHSC_01620	xseA	bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides	74	117	0.6324786324786325	NE	NE	NE	NE	NA	NE	NA
1469	SAOUHSC_01621	nusB	Regulates rRNA biosynthesis by transcriptional antitermination	10	39	0.2564102564102564	NE	U	NE	NE	NA	DES	NA
1470	SAOUHSC_01622	SAOUHSC_01622	conserved hypothetical protein	20	36	0.5555555555555556	NE	NE	NE	NE	NA	DES	NA
1471	SAOUHSC_01623	SAOUHSC_01623	an AccC homodimer forms the biotin carboxylase subunit of the acetyl CoA carboxylase%2C an enzyme that catalyzes the formation of malonyl-CoA%2C which in turn controls the rate of fatty acid metabolism	2	107	0.018691588785046728	E	ES	ES	ES	ES	ES	ES
1472	SAOUHSC_01624	SAOUHSC_01624	acetyl-CoA carboxylase%2C biotin carboxyl carrier protein	0	30	0.0	E	ES	ES	ES	ES	ES	ES
1473	SAOUHSC_01625	SAOUHSC_01625	Involved in peptide bond synthesis%3B alters the affinity of the ribosome for aminoacyl-tRNA	3	45	0.06666666666666667	U	ES	ES	ES	ES	DES	ES
